OrphaCode,DiseaseName,GeneSymbol,GeneName,AssociationType,AssociationStatus
695110,MAN2B2-CDG,MAN2B2,mannosidase alpha class 2B member 2,Disease-causing germline mutation(s) in,Assessed
695140,Sickle cell-beta zero-thalassemia,HBB,hemoglobin subunit beta,Disease-causing germline mutation(s) in,Assessed
104077,Myopathic intestinal pseudoobstruction,ACTG2,"actin gamma 2, smooth muscle",Disease-causing germline mutation(s) in,Assessed
697067,Global developmental delay-intellectual disability-microcephaly-short stature-brain iron accumulation syndrome,BCAS3,BCAS3 microtubule associated cell migration factor,Disease-causing germline mutation(s) in,Assessed
696942,Childhood-onset common variable immunodeficiency due to ARHGEF1 deficiency,ARHGEF1,Rho guanine nucleotide exchange factor 1,Disease-causing germline mutation(s) in,Assessed
696945,X-linked common variable immunodeficiency phenotype due to SH3KBP1 deficiency,SH3KBP1,SH3 domain containing kinase binding protein 1,Disease-causing germline mutation(s) in,Assessed
696931,Common variable immunodeficiency phenotype due to TWEAK deficiency,TNFSF12,TNF superfamily member 12,Disease-causing germline mutation(s) in,Assessed
696925,Adult-onset common variable immunodeficiency due to BAFF-receptor deficiency,TNFRSF13C,TNF receptor superfamily member 13C,Disease-causing germline mutation(s) in,Assessed
696907,Common variable immunodeficiency phenotype due to homozygous TACI deficiency,TNFRSF13B,TNF receptor superfamily member 13B,Disease-causing germline mutation(s) in,Assessed
103918,Tropical pancreatitis,SPINK1,serine peptidase inhibitor Kazal type 1,Major susceptibility factor in,Assessed
103918,Tropical pancreatitis,CTRC,chymotrypsin C,Major susceptibility factor in,Assessed
696904,Common variable immunodeficiency phenotype due to IRF2BP2 deficiency,IRF2BP2,interferon regulatory factor 2 binding protein 2,Disease-causing germline mutation(s) (gain of function) in,Assessed
696894,Common variable immunodeficiency phenotype due to CD21 deficiency,CR2,complement C3d receptor 2,Disease-causing germline mutation(s) in,Assessed
103908,Congenital sodium diarrhea,GUCY2C,guanylate cyclase 2C,Disease-causing germline mutation(s) in,Assessed
103908,Congenital sodium diarrhea,SLC9A3,solute carrier family 9 member A3,Disease-causing germline mutation(s) (loss of function) in,Assessed
696881,Common variable immunodeficiency phenotype due to CD19/CD81 deficiency,CD19,CD19 molecule,Disease-causing germline mutation(s) in,Assessed
696881,Common variable immunodeficiency phenotype due to CD19/CD81 deficiency,CD81,CD81 molecule,Disease-causing germline mutation(s) in,Assessed
696874,NFKB1-related immune dysregulation,NFKB1,nuclear factor kappa B subunit 1,Disease-causing germline mutation(s) in,Assessed
102724,Acute myeloid leukemia with t(8;21)(q22;q22) translocation,RUNX1,RUNX family transcription factor 1,Part of a fusion gene in,Assessed
102724,Acute myeloid leukemia with t(8;21)(q22;q22) translocation,FLT3,fms related receptor tyrosine kinase 3,Biomarker tested in,Assessed
102724,Acute myeloid leukemia with t(8;21)(q22;q22) translocation,CEBPA,CCAAT enhancer binding protein alpha,Biomarker tested in,Assessed
102724,Acute myeloid leukemia with t(8;21)(q22;q22) translocation,RUNX1T1,RUNX1 partner transcriptional co-repressor 1,Part of a fusion gene in,Assessed
102724,Acute myeloid leukemia with t(8;21)(q22;q22) translocation,KIT,"KIT proto-oncogene, receptor tyrosine kinase",Biomarker tested in,Assessed
697764,Intellectual disability-nasal speech-craniofacial dysmorphism syndrome due to CNOT2 mutation,CNOT2,CCR4-NOT transcription complex subunit 2,Disease-causing germline mutation(s) in,Assessed
697414,Early-onset combined immunodeficiency with low Ig due to dominant negative IKAROS mutation,IKZF1,IKAROS family zinc finger 1,Disease-causing germline mutation(s) in,Assessed
697734,ST3GAL3-CDG,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",Disease-causing germline mutation(s) in,Assessed
697417,Common variable immunodeficiency phenotype due to SEC61A1 deficiency,SEC61A1,SEC61 translocon subunit alpha 1,Disease-causing germline mutation(s) in,Assessed
697394,Combined immunodeficiency due to c-REL deficiency,REL,"REL proto-oncogene, NF-kB subunit",Disease-causing germline mutation(s) in,Assessed
697403,Combined immunodeficiency-hypogammaglobulinemia-skeletal anomalies syndrome due to IKBKA deficiency,CHUK,component of inhibitor of nuclear factor kappa B kinase complex,Disease-causing germline mutation(s) in,Assessed
697356,Congenital scalp aplasia cutis-enamel hypoplasia-developmental delay-intellectual disability syndrome,FOSL2,"FOS like 2, AP-1 transcription factor subunit",Disease-causing germline mutation(s) in,Assessed
697389,Combined immunodeficiency due to HELIOS deficiency,IKZF2,IKAROS family zinc finger 2,Disease-causing germline mutation(s) in,Assessed
697160,Infantile epileptic spasms syndrome,SCN2A,sodium voltage-gated channel alpha subunit 2,Disease-causing germline mutation(s) in,Assessed
697160,Infantile epileptic spasms syndrome,CDKL5,cyclin dependent kinase like 5,Disease-causing germline mutation(s) in,Assessed
697160,Infantile epileptic spasms syndrome,ARX,aristaless related homeobox,Disease-causing germline mutation(s) in,Assessed
697160,Infantile epileptic spasms syndrome,PIGA,phosphatidylinositol glycan anchor biosynthesis class A,Disease-causing germline mutation(s) in,Assessed
697160,Infantile epileptic spasms syndrome,SPTAN1,"spectrin alpha, non-erythrocytic 1",Disease-causing germline mutation(s) in,Assessed
697160,Infantile epileptic spasms syndrome,PLCB1,phospholipase C beta 1,Disease-causing germline mutation(s) in,Assessed
697160,Infantile epileptic spasms syndrome,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,Disease-causing germline mutation(s) (gain of function) in,Assessed
697160,Infantile epileptic spasms syndrome,WDR45,WD repeat domain 45,Disease-causing germline mutation(s) in,Assessed
697160,Infantile epileptic spasms syndrome,NTRK2,neurotrophic receptor tyrosine kinase 2,Disease-causing germline mutation(s) in,Assessed
697160,Infantile epileptic spasms syndrome,SIK1,salt inducible kinase 1,Disease-causing germline mutation(s) in,Assessed
697160,Infantile epileptic spasms syndrome,GUF1,GTP binding elongation factor GUF1,Disease-causing germline mutation(s) in,Assessed
697160,Infantile epileptic spasms syndrome,CNPY3,canopy FGF signaling regulator 3,Disease-causing germline mutation(s) in,Assessed
697160,Infantile epileptic spasms syndrome,PHACTR1,phosphatase and actin regulator 1,Disease-causing germline mutation(s) in,Assessed
699593,Combined immunodeficiency-lymphopenia-cancer predisposing syndrome due to AIOLOS deficiency,IKZF3,IKAROS family zinc finger 3,Disease-causing germline mutation(s) in,Assessed
699590,Immune dysregulation with immunodeficiency due to AIOLOS haploinsufficiency,IKZF3,IKAROS family zinc finger 3,Disease-causing germline mutation(s) in,Assessed
699605,NEMO deleted exon 5 autoinflammatory syndrome,IKBKG,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma,Disease-causing germline mutation(s) in,Assessed
699599,ICHAD syndrome,IKZF2,IKAROS family zinc finger 2,Disease-causing germline mutation(s) in,Assessed
699618,Severe mendelian susceptibility to mycobacterial diseases due to complete IFNG deficiency,IFNG,interferon gamma,Disease-causing germline mutation(s) (loss of function) in,Assessed
699615,Severe mendelian susceptibility to mycobacterial diseases due to complete IRF1 deficiency,IRF1,interferon regulatory factor 1,Disease-causing germline mutation(s) in,Assessed
698085,Global developmental delay-intellectual disability-facial dysmorphism-pseudo-Pelger-Huët anomaly syndrome,TMEM147,transmembrane protein 147,Disease-causing germline mutation(s) in,Assessed
698090,Ophthalmological abnormalities-facial dysmorphism-intellectual disability syndrome,BRPF1,bromodomain and PHD finger containing 1,Disease-causing germline mutation(s) in,Assessed
699822,Sickle cell S-Lepore disease,HBB,hemoglobin subunit beta,Disease-causing germline mutation(s) in,Assessed
699822,Sickle cell S-Lepore disease,HBD,hemoglobin subunit delta,Disease-causing germline mutation(s) in,Assessed
699850,2p25.3 microduplication syndrome,MYT1L,myelin transcription factor 1 like,Role in the phenotype of,Assessed
699850,2p25.3 microduplication syndrome,PXDN,peroxidasin,Role in the phenotype of,Assessed
700090,Sickle cell S-O Arab disease,HBB,hemoglobin subunit beta,Disease-causing germline mutation(s) in,Assessed
700111,Homozygous hemoglobin O Arab disease,HBB,hemoglobin subunit beta,Disease-causing germline mutation(s) in,Assessed
700107,Sickle cell S-other specified hemoglobin variant,HBB,hemoglobin subunit beta,Disease-causing germline mutation(s) in,Assessed
700124,Autosomal recessive hereditary chronic pancreatitis,SPINK1,serine peptidase inhibitor Kazal type 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
699708,CLN14 disease,KCTD7,potassium channel tetramerization domain containing 7,Disease-causing germline mutation(s) in,Assessed
699718,Infantile CLN1 disease,PPT1,palmitoyl-protein thioesterase 1,Disease-causing germline mutation(s) in,Assessed
699734,Late infantile CLN1 disease,PPT1,palmitoyl-protein thioesterase 1,Disease-causing germline mutation(s) in,Assessed
699739,Juvenile CLN1 disease,PPT1,palmitoyl-protein thioesterase 1,Disease-causing germline mutation(s) in,Assessed
699745,Adult CLN1 disease,PPT1,palmitoyl-protein thioesterase 1,Disease-causing germline mutation(s) in,Assessed
699751,Infantile CLN2 disease,TPP1,tripeptidyl peptidase 1,Disease-causing germline mutation(s) in,Assessed
699761,Late infantile CLN2 disease,TPP1,tripeptidyl peptidase 1,Disease-causing germline mutation(s) in,Assessed
699769,Juvenile CLN2 disease,TPP1,tripeptidyl peptidase 1,Disease-causing germline mutation(s) in,Assessed
699780,Juvenile CLN3 disease,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin",Disease-causing germline mutation(s) in,Assessed
699796,Protracted juvenile CLN3 disease,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin",Disease-causing germline mutation(s) in,Assessed
699802,Late infantile CLN5 disease,CLN5,CLN5 lysosomal BMP synthase,Disease-causing germline mutation(s) in,Assessed
699807,Juvenile CLN5 disease,CLN5,CLN5 lysosomal BMP synthase,Disease-causing germline mutation(s) in,Assessed
699812,Adult CLN5 disease,CLN5,CLN5 lysosomal BMP synthase,Disease-causing germline mutation(s) in,Assessed
700508,Distal muscle weakness-foot deformity-elevated sorbitol level-hereditary motor neuropathy,SORD,sorbitol dehydrogenase,Disease-causing germline mutation(s) (loss of function) in,Assessed
700497,Juvenile CLN10 disease,CTSD,cathepsin D,Disease-causing germline mutation(s) in,Assessed
700492,Late infantile CLN10 disease,CTSD,cathepsin D,Disease-causing germline mutation(s) in,Assessed
700487,Congenital CLN10 disease,CTSD,cathepsin D,Disease-causing germline mutation(s) in,Assessed
700484,Late infantile CLN8 disease,CLN8,CLN8 transmembrane ER and ERGIC protein,Disease-causing germline mutation(s) in,Assessed
700477,Adult CLN6 disease,CLN6,CLN6 transmembrane ER protein,Disease-causing germline mutation(s) in,Assessed
700472,Juvenile CLN6 disease,CLN6,CLN6 transmembrane ER protein,Disease-causing germline mutation(s) in,Assessed
700188,Calf-predominant weakness-gastrocnemius medialis atrophy-distal myopathy,RYR1,ryanodine receptor 1,Disease-causing germline mutation(s) in,Assessed
101351,Familial isolated congenital asplenia,NKX2-5,NK2 homeobox 5,Disease-causing germline mutation(s) in,Assessed
101351,Familial isolated congenital asplenia,RPSA,ribosomal protein SA,Disease-causing germline mutation(s) in,Assessed
700170,DNAJB4-related distal myopathy,DNAJB4,DnaJ heat shock protein family (Hsp40) member B4,Disease-causing germline mutation(s) in,Assessed
700163,SMPX-related distal myopathy,SMPX,small muscle protein X-linked,Disease-causing germline mutation(s) (gain of function) in,Assessed
700154,TARDBP-related predominantly upper-limb distal myopathy,TARDBP,TAR DNA binding protein,Disease-causing germline mutation(s) in,Assessed
700467,Late infantile CLN6 disease,CLN6,CLN6 transmembrane ER protein,Disease-causing germline mutation(s) in,Assessed
700333,Hypotonia-speech impairment-severe cognitive delay syndrome due to UNC80 deficiency,UNC80,unc-80 subunit of NALCN channel complex,Disease-causing germline mutation(s) (loss of function) in,Assessed
700336,Hypotonia-speech impairment-severe cognitive delay syndrome due to NALCN deficiency,NALCN,"sodium leak channel, non-selective",Disease-causing germline mutation(s) in,Assessed
700325,NKAP-related intellectual disability-facial dysmorphism-marfanoid habitus-scoliosis syndrome,NKAP,NFKB activating protein,Disease-causing germline mutation(s) (loss of function) in,Assessed
700205,Combined immunodeficiency due to IKBKB gain-of-function mutation,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta,Disease-causing germline mutation(s) (gain of function) in,Assessed
708043,Ectodermal dysplasia with oligodontia-hand and foot malformation-hypoplastic nipples,LEF1,lymphoid enhancer binding factor 1,Disease-causing germline mutation(s) in,Assessed
708036,Ectodermal dysplasia with agenesis of maxillary lateral incisors and mandibular anterior teeth,KREMEN1,kringle containing transmembrane protein 1,Disease-causing germline mutation(s) in,Assessed
708019,Congenital heart defect-ectodermal dysplasia- brachydactyly-telangiectasia syndrome,PRKD1,protein kinase D1,Disease-causing germline mutation(s) in,Assessed
708014,Ectodermal dysplasia-natal teeth-skin abscesses-plantar hyperkeratosis-hearing impairment,IRF6,interferon regulatory factor 6,Disease-causing germline mutation(s) in,Assessed
708171,Facial dysmorphism-corpus callosum hypoplasia-infantile epileptic encephalopathy,WWOX,WW domain containing oxidoreductase,Disease-causing germline mutation(s) in,Assessed
708166,Severe neurodevelopmental disorder-facial dysmorphism-cerebral-renal-cardiac anomalies syndrome,TM2D3,TM2 domain containing 3,Disease-causing germline mutation(s) in,Assessed
708178,Global developmental delay-speech apraxia-facial dysmorphism-limb and palpebral anomalies syndrome,ZNF148,zinc finger protein 148,Disease-causing germline mutation(s) in,Assessed
708126,DNAJB6-related distal myopathy,DNAJB6,DnaJ heat shock protein family (Hsp40) member B6,Disease-causing germline mutation(s) in,Assessed
708123,Autosomal dominant distal nebulin myopathy,NEB,nebulin,Disease-causing germline mutation(s) in,Assessed
708133,Autosomal dominant ACTN2-related distal myopathy,ACTN2,actinin alpha 2,Disease-causing germline mutation(s) in,Assessed
708129,Autosomal recessive ACTN2-related distal myopathy,ACTN2,actinin alpha 2,Disease-causing germline mutation(s) in,Assessed
707792,Unstable gamma globin chain variant disease,HBG2,hemoglobin subunit gamma 2,Disease-causing germline mutation(s) in,Assessed
707937,Distal arthrogryposis-progressive scoliosis-thumb deformity-impaired proprioception syndrome,PIEZO2,piezo type mechanosensitive ion channel component 2,Disease-causing germline mutation(s) in,Assessed
707983,Early-onset autosomal recessive TTN-related distal myopathy,TTN,titin,Disease-causing germline mutation(s) in,Assessed
707789,Unstable alpha globin chain variant disease,HBA2,hemoglobin subunit alpha 2,Disease-causing germline mutation(s) in,Assessed
707789,Unstable alpha globin chain variant disease,HBA1,hemoglobin subunit alpha 1,Disease-causing germline mutation(s) in,Assessed
664511,"Early-onset severe Hermansky-Pudlak syndrome with hearing loss, due to AP3D1 deficiency",AP3D1,adaptor related protein complex 3 subunit delta 1,Disease-causing germline mutation(s) in,Assessed
101150,Autosomal recessive dopa-responsive dystonia,TH,tyrosine hydroxylase,Disease-causing germline mutation(s) in,Assessed
101150,Autosomal recessive dopa-responsive dystonia,TSPOAP1,TSPO associated protein 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
664500,Hermansky-Pudlak syndrome due to AP3B1 deficiency,AP3B1,adaptor related protein complex 3 subunit beta 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
101111,Spinocerebellar ataxia type 25,SCA25,spinocerebellar ataxia 25,Disease-causing germline mutation(s) in,Assessed
101111,Spinocerebellar ataxia type 25,PNPT1,polyribonucleotide nucleotidyltransferase 1,Disease-causing germline mutation(s) in,Assessed
101112,Spinocerebellar ataxia type 26,EEF2,eukaryotic translation elongation factor 2,Disease-causing germline mutation(s) in,Assessed
101109,Spinocerebellar ataxia type 28,AFG3L2,AFG3 like matrix AAA peptidase subunit 2,Disease-causing germline mutation(s) in,Assessed
664438,Gingival fibromatosis-aortic root dilatation-facial dysmorphism-intellectual disability syndrome,KCNMA1,potassium calcium-activated channel subfamily M alpha 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
101110,Spinocerebellar ataxia type 20,SCA20,spinocerebellar ataxia 20,Disease-causing germline mutation(s) in,Assessed
101108,Spinocerebellar ataxia type 23,PDYN,prodynorphin,Disease-causing germline mutation(s) in,Assessed
664430,Neurodevelopmental disorder-slit-like lateral ventricles-intellectual disability syndrome,SLC4A10,solute carrier family 4 member 10,Disease-causing germline mutation(s) in,Assessed
664416,Brain abnormalities-severe developmental delay-facial dysmorphism-intellectual disability syndrome due to MEF2C mutation,MEF2C,myocyte enhancer factor 2C,Disease-causing germline mutation(s) (loss of function) in,Assessed
665058,Common arterial trunk with pulmonary dominance and interrupted aortic arch,TBX1,T-box transcription factor 1,Disease-causing germline mutation(s) in,Assessed
665058,Common arterial trunk with pulmonary dominance and interrupted aortic arch,GATA6,GATA binding protein 6,Disease-causing germline mutation(s) in,Assessed
665044,Common arterial trunk with aortic dominance,TBX1,T-box transcription factor 1,Disease-causing germline mutation(s) in,Assessed
665044,Common arterial trunk with aortic dominance,GATA6,GATA binding protein 6,Disease-causing germline mutation(s) in,Assessed
664729,EBV-induced lymphoproliferative disease due to TET2 deficiency,TET2,tet methylcytosine dioxygenase 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
664726,EBV-induced lymphoproliferative disease due to CD137 deficiency,TNFRSF9,TNF receptor superfamily member 9,Disease-causing germline mutation(s) in,Assessed
664711,EBV-induced lymphoproliferative disease due to PRKCD deficiency,PRKCD,protein kinase C delta,Disease-causing germline mutation(s) (loss of function) in,Assessed
664699,EBV-induced lymphoproliferative disease due to RASGRP1 deficiency,RASGRP1,RAS guanyl releasing protein 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
101085,Charcot-Marie-Tooth disease type 1F,NEFL,neurofilament light chain,Disease-causing germline mutation(s) in,Assessed
101088,X-linked hyper-IgM syndrome,CD40LG,CD40 ligand,Disease-causing germline mutation(s) in,Assessed
101081,Charcot-Marie-Tooth disease type 1A,PMP22,peripheral myelin protein 22,Disease-causing germline mutation(s) in,Assessed
101082,Charcot-Marie-Tooth disease type 1B,MPZ,myelin protein zero,Disease-causing germline mutation(s) in,Assessed
101083,Charcot-Marie-Tooth disease type 1C,LITAF,lipopolysaccharide induced TNF factor,Disease-causing germline mutation(s) in,Assessed
101084,Charcot-Marie-Tooth disease type 1D,EGR2,early growth response 2,Disease-causing germline mutation(s) in,Assessed
101078,X-linked Charcot-Marie-Tooth disease type 4,AIFM1,apoptosis inducing factor mitochondria associated 1,Disease-causing germline mutation(s) in,Assessed
662234,Neurodevelopmental delay-congenital heart defects-intellectual disability syndrome,SPEN,spen family transcriptional repressor,Disease-causing germline mutation(s) in,Assessed
662367,NESCAV syndrome,KIF1A,kinesin family member 1A,Disease-causing germline mutation(s) in,Assessed
662216,Mucopolysaccharidosis type 10,ARSK,arylsulfatase family member K,Disease-causing germline mutation(s) in,Assessed
662207,Neurodevelopmental delay-brain malformations-skeletal defects-intellectual disability syndrome,HNRNPH1,heterogeneous nuclear ribonucleoprotein H1,Disease-causing germline mutation(s) in,Assessed
101075,X-linked Charcot-Marie-Tooth disease type 1,GJB1,gap junction protein beta 1,Disease-causing germline mutation(s) in,Assessed
664401,Cardiac anomalies-short stature-joint hypermobility-facial dysmorphism syndrome due to TAB2 mutation,TAB2,TGF-beta activated kinase 1 (MAP3K7) binding protein 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
101101,Charcot-Marie-Tooth disease type 2B2,PNKP,polynucleotide kinase 3'-phosphatase,Disease-causing germline mutation(s) in,Assessed
664404,6q25.1 microdeletion syndrome,TAB2,TGF-beta activated kinase 1 (MAP3K7) binding protein 2,Role in the phenotype of,Assessed
101097,Autosomal recessive Charcot-Marie-Tooth disease with hoarseness,GDAP1,ganglioside induced differentiation associated protein 1,Disease-causing germline mutation(s) in,Assessed
662762,Motor delay-microcephaly-speech impairment-ocular abnormalities syndrome,ARPC4,actin related protein 2/3 complex subunit 4,Disease-causing germline mutation(s) in,Assessed
101090,Hyper-IgM syndrome type 3,CD40,CD40 molecule,Disease-causing germline mutation(s) in,Assessed
101089,Hyper-IgM syndrome type 2,AICDA,activation induced cytidine deaminase,Disease-causing germline mutation(s) in,Assessed
662829,Intellectual disability-speech delay-dysmorphic features-T cell abnormalities syndrome,BCL11B,BCL11 transcription factor B,Disease-causing germline mutation(s) in,Assessed
101092,Hyper-IgM syndrome type 5,UNG,uracil DNA glycosylase,Disease-causing germline mutation(s) in,Assessed
675359,Anastomosing haemangioma,GNAQ,G protein subunit alpha q,Disease-causing somatic mutation(s) in,Assessed
675359,Anastomosing haemangioma,GNA14,G protein subunit alpha 14,Disease-causing somatic mutation(s) in,Assessed
675359,Anastomosing haemangioma,GNA11,G protein subunit alpha 11,Disease-causing somatic mutation(s) in,Assessed
675216,Spinocerebellar ataxia type 27B,FGF14,fibroblast growth factor 14,Disease-causing germline mutation(s) in,Assessed
101049,Familial hypocalciuric hypercalcemia type 2,GNA11,G protein subunit alpha 11,Disease-causing germline mutation(s) (loss of function) in,Assessed
101050,Familial hypocalciuric hypercalcemia type 3,AP2S1,adaptor related protein complex 2 subunit sigma 1,Disease-causing germline mutation(s) in,Assessed
101041,Familial hypofibrinogenemia,FGA,fibrinogen alpha chain,Disease-causing germline mutation(s) in,Assessed
101041,Familial hypofibrinogenemia,FGB,fibrinogen beta chain,Disease-causing germline mutation(s) in,Assessed
101041,Familial hypofibrinogenemia,FGG,fibrinogen gamma chain,Disease-causing germline mutation(s) in,Assessed
101046,Epilepsy with auditory features,RELN,reelin,Disease-causing germline mutation(s) in,Assessed
101046,Epilepsy with auditory features,LGI1,leucine rich glioma inactivated 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
101046,Epilepsy with auditory features,MICAL1,"microtubule associated monooxygenase, calponin and LIM domain containing 1",Disease-causing germline mutation(s) in,Assessed
101068,Congenital stromal corneal dystrophy,DCN,decorin,Disease-causing germline mutation(s) in,Assessed
101068,Congenital stromal corneal dystrophy,SPARCL1,SPARC like 1,Disease-causing germline mutation(s) in,Assessed
675767,Severe congenital neutropenia-developmental delay syndrome due to SRP54 deficiency,SRP54,signal recognition particle 54,Disease-causing germline mutation(s) (loss of function) in,Assessed
101070,Bilateral frontoparietal polymicrogyria,ADGRG1,adhesion G protein-coupled receptor G1,Disease-causing germline mutation(s) in,Assessed
675396,Epithelioid hemangioma,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit",Part of a fusion gene in,Assessed
675396,Epithelioid hemangioma,ZFP36L2,ZFP36 like 2 zinc finger CCCH-type,Part of a fusion gene in,Assessed
675396,Epithelioid hemangioma,LMNA,lamin A/C,Part of a fusion gene in,Assessed
675396,Epithelioid hemangioma,VIM,vimentin,Part of a fusion gene in,Assessed
675396,Epithelioid hemangioma,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",Part of a fusion gene in,Assessed
675628,TLR8-related inflammation-severe neutropenia-bone marrow failure-lymphoproliferation syndrome,TLR8,toll like receptor 8,Disease-causing germline mutation(s) (gain of function) in,Assessed
101063,Situs inversus totalis,ANKS3,ankyrin repeat and sterile alpha motif domain containing 3,Disease-causing germline mutation(s) in,Assessed
101063,Situs inversus totalis,NME7,NME/NM23 family member 7,Disease-causing germline mutation(s) in,Assessed
101063,Situs inversus totalis,NODAL,nodal growth differentiation factor,Disease-causing germline mutation(s) in,Assessed
101063,Situs inversus totalis,CFAP53,cilia and flagella associated protein 53,Disease-causing germline mutation(s) in,Assessed
101063,Situs inversus totalis,CFAP52,cilia and flagella associated protein 52,Disease-causing germline mutation(s) in,Assessed
101063,Situs inversus totalis,MMP21,matrix metallopeptidase 21,Disease-causing germline mutation(s) (loss of function) in,Assessed
101063,Situs inversus totalis,PKD1L1,"polycystin 1 like 1, transient receptor potential channel interacting",Disease-causing germline mutation(s) in,Assessed
101063,Situs inversus totalis,DNAH9,dynein axonemal heavy chain 9,Disease-causing germline mutation(s) (loss of function) in,Assessed
101063,Situs inversus totalis,CIROP,ciliated left-right organizer metallopeptidase,Disease-causing germline mutation(s) in,Assessed
667662,Breast implant-associated anaplastic large cell lymphoma,JAK1,Janus kinase 1,Disease-causing somatic mutation(s) in,Assessed
667662,Breast implant-associated anaplastic large cell lymphoma,JAK2,Janus kinase 2,Part of a fusion gene in,Assessed
667662,Breast implant-associated anaplastic large cell lymphoma,STAT3,signal transducer and activator of transcription 3,Part of a fusion gene in,Assessed
667662,Breast implant-associated anaplastic large cell lymphoma,STAT3,signal transducer and activator of transcription 3,Disease-causing somatic mutation(s) in,Assessed
667662,Breast implant-associated anaplastic large cell lymphoma,BRCA1,BRCA1 DNA repair associated,Major susceptibility factor in,Assessed
667662,Breast implant-associated anaplastic large cell lymphoma,BRCA2,BRCA2 DNA repair associated,Major susceptibility factor in,Assessed
667662,Breast implant-associated anaplastic large cell lymphoma,TP53,tumor protein p53,Major susceptibility factor in,Assessed
101023,Cleft hard palate,GRHL3,grainyhead like transcription factor 3,Major susceptibility factor in,Assessed
101009,Autosomal dominant spastic paraplegia type 29,SPG29,spastic paraplegia 29 (autosomal dominant),Disease-causing germline mutation(s) in,Assessed
101010,Autosomal spastic paraplegia type 30,KIF1A,kinesin family member 1A,Disease-causing germline mutation(s) in,Assessed
101011,Autosomal dominant spastic paraplegia type 31,REEP1,receptor accessory protein 1,Disease-causing germline mutation(s) in,Assessed
101016,Romano-Ward syndrome,TRDN,triadin,Disease-causing germline mutation(s) in,Assessed
101016,Romano-Ward syndrome,KCNH2,potassium voltage-gated channel subfamily H member 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
101016,Romano-Ward syndrome,KCNQ1,potassium voltage-gated channel subfamily Q member 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
101016,Romano-Ward syndrome,CAV3,caveolin 3,Disease-causing germline mutation(s) (gain of function) in,Assessed
101016,Romano-Ward syndrome,ANK2,ankyrin 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
101016,Romano-Ward syndrome,KCNE1,potassium voltage-gated channel subfamily E regulatory subunit 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
101016,Romano-Ward syndrome,KCNE2,potassium voltage-gated channel subfamily E regulatory subunit 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
101016,Romano-Ward syndrome,SCN5A,sodium voltage-gated channel alpha subunit 5,Disease-causing germline mutation(s) (gain of function) in,Assessed
101016,Romano-Ward syndrome,AKAP9,A-kinase anchoring protein 9,Disease-causing germline mutation(s) (loss of function) in,Assessed
101016,Romano-Ward syndrome,SCN4B,sodium voltage-gated channel beta subunit 4,Disease-causing germline mutation(s) (gain of function) in,Assessed
101016,Romano-Ward syndrome,SNTA1,syntrophin alpha 1,Disease-causing germline mutation(s) (gain of function) in,Assessed
101016,Romano-Ward syndrome,KCNJ5,potassium inwardly rectifying channel subfamily J member 5,Disease-causing germline mutation(s) (loss of function) in,Assessed
101016,Romano-Ward syndrome,NOS1AP,nitric oxide synthase 1 adaptor protein,Modifying germline mutation in,Assessed
101016,Romano-Ward syndrome,CALM1,calmodulin 1,Disease-causing germline mutation(s) in,Assessed
101016,Romano-Ward syndrome,CALM2,calmodulin 2,Disease-causing germline mutation(s) in,Assessed
101016,Romano-Ward syndrome,SCN10A,sodium voltage-gated channel alpha subunit 10,Disease-causing germline mutation(s) (loss of function) in,Assessed
101016,Romano-Ward syndrome,TBX5,T-box transcription factor 5,Disease-causing germline mutation(s) (loss of function) in,Assessed
101016,Romano-Ward syndrome,CACNA1C,calcium voltage-gated channel subunit alpha1 C,Disease-causing germline mutation(s) in,Assessed
101016,Romano-Ward syndrome,CALM3,calmodulin 3,Disease-causing germline mutation(s) in,Assessed
674653,Actinomyopathy-associated syndromic thrombocytopenia,ACTB,actin beta,Disease-causing germline mutation(s) in,Assessed
674762,Early-onset autoinflammatory syndrome due to A20 haploinsufficiency,TNFAIP3,TNF alpha induced protein 3,Disease-causing germline mutation(s) (loss of function) in,Assessed
101028,Transaldolase deficiency,TALDO1,transaldolase 1,Disease-causing germline mutation(s) in,Assessed
